"Mppcv";"nMppnm";"fMppnm";"aMppnm";"ATC";"DDD";"DDU";"DPP";"ATCNM_E";"ATCNM_N";"ATCNM_F";"OffMrkt";"GGRCM";"HYR_";"CreaDatm";"Dbl";"Route"
"0674804";"intrasite gel 25g              7399";"intrasite gel 25g              7399";"INTRASITE GEL 25G";"D03AX09";"1.000";"ed";;"crilanomer";"crilanomeer";"crilanomère";;"false";;;;
"2408136";"intrasite gel 3x25 g";"intrasite gel 3x25 g";"INTRASITE GEL 3 X 25G 66800241";"D03AX35";"5.000";"g";;"?";"hydrogels";"hydrogels";;"true";"OJDA";;;
"2408144";"intrasite gel 5x15 g";"intrasite gel 5x15 g";"INTRASITE GEL 5 X 15G 66000240";"D03AX09";"1.000";"ed";;"crilanomer";"crilanomeer";"crilanomère";;"true";"OJDA";;;
"0227694";"intron a amp iv 30m 6 1ml";"intron a amp iv 30m 6 1ml";"INTRON A AMP IV 30M 6 1ML S";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"0076521";"intron a vial 1 x 1 ml  3000000 u";"intron a vial 1 x 1 ml  3000000 u";"INTRONA VIAL 1 X 1 ML 3000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"0076547";"intron a vial 1 x 1 ml  5000000 u";"intron a vial 1 x 1 ml  5000000 u";"INTRONA VIAL 1 X 1 ML 5000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"0076554";"intron a vial 1 x 1 ml 10000000 u";"intron a vial 1 x 1 ml 10000000 u";"INTRONA VIAL 1 X 1 ML 10000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"0076596";"intron a vial 1 x 1 ml 30000000 u";"intron a vial 1 x 1 ml 30000000 u";"INTRONA VIAL 1 X 1 ML 30000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"1063452";"intron a vial 2 x 2 ml 10000000 u";"intron a vial 2 x 2 ml 10000000 u";"INTRON A VIAL 2 X 2 ML 10000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"0227660";"intron a vial 6 x 1 ml  3000000 u";"intron a vial 6 x 1 ml  3000000 u";"INTRONA VIAL 6 X 1 ML 3000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"0227678";"intron a vial 6 x 1 ml  5000000 u";"intron a vial 6 x 1 ml  5000000 u";"INTRONA VIAL 6 X 1 ML 5000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"0227686";"intron a vial 6 x 1 ml 10000000 u";"intron a vial 6 x 1 ml 10000000 u";"INTRONA VIAL 6 X 1 ML 10000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"false";;;;
"1063460";"introna flac sc/inf 2x 25 milj ie/2,5ml";"introna flac sc/perf 2x 25 milj ui/2,5ml";"INTRONA VIAL 2 X2,5 ML 25000000 U";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"true";"LCBIA";;;
"1414556";"introna patr spuit sc 18 milj ie/1,2ml";"introna cart ser sc 18 milj ui/1,2ml";"INTRONA PENSTYLO 18 M IU/1,2 ML";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"true";"LCBIA";;;
"1414564";"introna patr spuit sc 30 milj ie/1,2ml";"introna cart ser sc 30 milj ui/1,2ml";"INTRONA PENSTYLO 30 M IU/1,2 ML";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"true";"LCBIA";;;
"1414572";"introna patr spuit sc 60 milj ie/1,2ml";"introna cart ser sc 60 milj ui/1,2ml";"INTRONA PENSTYLO 60 M IU/1,2 ML";"L03AB05";"2000000.000";"e";;"interferon alfa-2b";"interferon alfa-2b";"interféron alfa-2b";;"true";"LCBIA";;;
"2433092";"inuvair 6/100 120d dos aerosol";"inuvair 6/100 120d aerosol dos";"INUVAIR AEROSOL DOSE 120";"R03AK08";"0.018";"mg";;"formoterol and beclometasone";"formoterol en beclometason";"formotérol et béclométasone";;"true";"DAEA";;;
"3049905";"inuvair 6/100 120d inhalatiepoeder nexthaler";"inuvair 6/100 120d poudre a inhaler nexthaler";"INUVAIR NEXTHALER 120 DOSES";"R03AK08";"0.000";;;"formoterol and beclometasone";"formoterol en beclometason";"formotérol et béclométasone";;"true";"DAEA";;;
"2487791";"invega tab retard 28x 3mg";"invega compr retard 28x 3mg";"INVEGA TABL RETARD 28 X 3 MG";"N05AX13";"6.000";"mg";;"paliperidone";"paliperidone";"palipéridone";;"true";"JBDE";;;
"2487809";"invega tab retard 28x 6mg";"invega compr retard 28x 6mg";"INVEGA TABL RETARD 28 X 6 MG";"N05AX13";"6.000";"mg";;"paliperidone";"paliperidone";"palipéridone";;"true";"JBDE";;;
"2487817";"invega tab retard 28x 9mg";"invega compr retard 28x 9mg";"INVEGA TABL RETARD 28 X 9 MG";"N05AX13";"6.000";"mg";;"paliperidone";"paliperidone";"palipéridone";;"true";"JBDE";;;
"2487825";"invega tab retard 56x 3mg";"invega compr retard 56x 3mg";"INVEGA TABL RETARD 56 X 3 MG";"N05AX13";"6.000";"mg";;"paliperidone";"paliperidone";"palipéridone";;"true";"JBDE";;;
"2487833";"invega tab retard 56x 6mg";"invega compr retard 56x 6mg";"INVEGA TABL RETARD 56 X 6 MG";"N05AX13";"6.000";"mg";;"paliperidone";"paliperidone";"palipéridone";;"true";"JBDE";;;
"2487841";"invega tab retard 56x 9mg";"invega compr retard 56x 9mg";"INVEGA TABL RETARD 56 X 9 MG";"N05AX13";"6.000";"mg";;"paliperidone";"paliperidone";"palipéridone";;"true";"JBDE";;;
"2213122";"invirase caps 120x 500mg";"invirase caps 120x 500mg";"INVIRASE COMP 120X500MG";"J05AE01";"1800.000";"mg";;"saquinavir";"saquinavir";"saquinavir";;"true";"KDCBF";;;
"1284264";"invirase caps 270x200mg";"invirase caps 270x200mg";"INVIRASE CAPS 270X200MG";"J05AE01";"1800.000";"mg";;"saquinavir";"saquinavir";"saquinavir";;"false";;;;
"3091212";"invokana tab 30x 100mg";"invokana tab 30x 100mg";;"A10BX11";;;;"canagliflozine";"canagliflozine";"canagliflozin";;"true";"EAIA";;;
"3091246";"invokana tab 30x 300mg";"invokana tab 30x 300mg";;"A10BX11";;;;"canagliflozine";"canagliflozine";"canagliflozin";;"true";"EAIA";;;
"3091220";"invokana tab 90x 100mg";"invokana tab 90x 100mg";;"A10BX11";;;;"canagliflozine";"canagliflozine";"canagliflozin";;"true";"EAIA";;;
"3091238";"invokana tab 90x 300mg";"invokana tab 90x 300mg";;"A10BX11";;;;"canagliflozine";"canagliflozine";"canagliflozin";;"true";"EAIA";;;
"0116228";"iodex m.s. ung. salicyl.";"iodex m.s. ung. salicyl.";"IODEX M.S. UNG. SALICYL.";"M02AC31";"1.000";"ed";;"?";"salicylzuur, comb.";"acide salicylique, associations";;"false";;;;
"0247684";"iodex oploss buccaal 200ml 50mg/5ml";"iodex sol buccal 200ml 50mg/5ml";"IODEX SOL BUC 200 ML";"A01AB11";;;;"various";"diverse middelen";"varia";;"true";"QDBA";;;
"0247676";"iodex oploss dermaal 30ml 100mg/ml";"iodex sol dermaal 30ml 100mg/ml";"IODEX SOL DERM 30 ML";"D08AG02";"20.000";"ed";;"povidone-iodine";"povidon-jood";"povidone iodée";;"true";"OAAE";;;
"1306802";"iodex pommade zalf 100 g";"iodex pommade zalf 100 g";"IODEX POMMADE ZALF 100 G";"D08AG02";"5.000";"g";;"povidone-iodine";"povidon-jood";"povidone iodée";;"false";;;;
"0116236";"iodex simple ung.";"iodex simple ung.";"IODEX SIMPLE UNG.";"D08AG03";"5.000";"g";;"iodine";"jood";"iode";;"false";;;;
"1306810";"iodex zalf 23g 100mg/ g";"iodex pommade 23g 100mg/ g";"IODEX POMMADE ZALF 23 G";"D08AG02";"5.000";"g";;"povidone-iodine";"povidon-jood";"povidone iodée";;"true";"OAAE";;;
"0050161";"iodo calcique sol. bournonv 10 ml";"iodo calcique sol. bournonv 10 ml";"IODO CALCIQUE COLLYRE BOURNONV 10ML";"S01XA04";"0.800";"ml";;"potassium iodide";"kaliumjodide";"iodure de potassium";;"false";;;;
"0116269";"iodo rubidium hormonal coll.  20 ml";"iodo rubidium hormonal coll.  20 ml";"IODO RUBIDIUM HORMONAL COLL. 20 ML";"S01XA50";"4.000";"ed";;"?";"kaliumjodide, combinaties";"iodure de potassium, associations";;"false";;;;
"0242610";"iodosorb dos  7 x 3 g";"iodosorb dos  7 x 3 g";"IODOSORB DOS 7 X 3 G";"D03AX01";"27.000";"mg";;"cadexomer iodine";"cadexomeer-jood";"cadéxomere iode";;"false";;;;
"1338615";"iolvisc ser inj 1x0,5ml/10mg/ml";"iolvisc ser inj 1x0,5ml/10mg/ml";"BIOLON SER INJ 1X0,5ML/10MG/ML";"S01KA01";"1.000";"ed";;"hyaluronic acid";"hyaluronzuur";"acide hyaluronique";;"false";;;;
"1338607";"iolvisc ser inj 1x1,0ml/10mg/ml";"iolvisc ser inj 1x1,0ml/10mg/ml";"BIOLON SER INJ 1X1,0ML/10MG/ML";"S01KA01";"1.000";"ed";;"hyaluronic acid";"hyaluronzuur";"acide hyaluronique";;"false";;;;
"1233055";"iomeron 250 flac 200ml 510mg/ml";"iomeron 250 flac 200ml 510mg/ml";"IOMERON BRACCO FL 250MG/ML 200ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177252";"iomeron 300 flac 100ml 612mg/ml";"iomeron 300 flac 100ml 612mg/ml";"IOMERON BRACCO FL 300MG/ML 100ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177245";"iomeron 300 flac 200ml 612mg/ml";"iomeron 300 flac 200ml 612mg/ml";"IOMERON 300 BRACCO FL INJ 200ML SOL 10 ML INJ";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"2682656";"iomeron 300 flac 500ml 612mg/ml";"iomeron 300 flac 500ml 612mg/ml";"IOMERON 300 BRACCO FL INJ 500ML SOL 10 ML INJ";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177237";"iomeron 300 flac 50ml 612mg/ml";"iomeron 300 flac 50ml 612mg/ml";"IOMERON BRACCO FL 300MG/ML 50ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177278";"iomeron 350 flac 100ml 714mg/ml";"iomeron 350 flac 100ml 714mg/ml";"IOMERON BRACCO FL 350MG/ML 100ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"2177624";"iomeron 350 flac 150ml 714mg/ml";"iomeron 350 flac 150ml 714mg/ml";"IOMERON BRACCO FL 350MG/ML 150ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177286";"iomeron 350 flac 200ml 714mg/ml";"iomeron 350 flac 200ml 714mg/ml";"IOMERON 350 BRACCO FL INJ 200ML SOL 10 ML INJ";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"2682649";"iomeron 350 flac 500ml 714mg/ml";"iomeron 350 flac 500ml 714mg/ml";"IOMERON 350 BRACCO FL INJ 500ML SOL 10 ML INJ";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177260";"iomeron 350 flac 50ml 714mg/ml";"iomeron 350 flac 50ml 714mg/ml";"IOMERON BRACCO FL 350MG/ML 50ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177328";"iomeron 400 flac 100ml 816mg/ml";"iomeron 400 flac 100ml 816mg/ml";"IOMERON BRACCO FL 400MG/ML 100ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177302";"iomeron 400 flac 200ml 816mg/ml";"iomeron 400 flac 200ml 816mg/ml";"IOMERON 400 BRACCO FL INJ 200ML SOL 10 ML INJ";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1177336";"iomeron 400 flac 50ml 816mg/ml";"iomeron 400 flac 50ml 816mg/ml";"IOMERON BRACCO FL 400MG/ML 50ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"true";"SAACB";;;
"1259845";"iomeron fl 250mg/ml  10ml";"iomeron fl 250mg/ml  10ml";"IOMERON FL 250MG/ML 10ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"false";;;;
"1177211";"iomeron fl 250mg/ml  50ml";"iomeron fl 250mg/ml  50ml";"IOMERON FL 250MG/ML 50ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"false";;;;
"1177229";"iomeron fl 250mg/ml 100ml";"iomeron fl 250mg/ml 100ml";"IOMERON FL 250MG/ML 100ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"false";;;;
"1259837";"iomeron fl 300mg/ml  10ml";"iomeron fl 300mg/ml  10ml";"IOMERON FL 300MG/ML 10ML";"V08AB10";"1.000";"ed";;"iomeprol";"jomeprol";"ioméprol";;"false";;;;
"0116285";"ionamin caps. 30 x 15 mg";"ionamin caps. 30 x 15 mg";"IONAMIN CAPS 30X15MG VERBODEN";"A08AA01";"15.000";"mg";;"phentermine";"fentermine";"phentermine";;"false";;;;
"0824946";"ionamin forte caps. 30 x 30 mg";"ionamin forte caps. 30 x 30 mg";"IONAMIN FRT CAPS30X30 VERBODEN";"A08AA01";"15.000";"mg";;"phentermine";"fentermine";"phentermine";;"false";;;;
"2698074";"IONOLYTE OPL VOOR INFUUS FREEFLEX ZAK  500ML";"IONOLYTE SOL POUR PERFUSION FREEFLEX SAC 500ML";"IONOLYTE OPL VOOR INFUUS FREEFLEX ZAK 500ML";"B05BB01";"1.000";"ed";;"electrolytes";"elektrolyten";"electrolytes";;"false";;;;
"2698082";"IONOLYTE OPL VOOR INFUUS FREEFLEX ZAK 1000ML";"IONOLYTE SOL POUR PERFUSION FREEFLEX SAC 1000ML";"IONOLYTE OPL VOOR INFUUS FREEFLEX ZAK 1000ML";"B05BB01";"1.000";"ed";;"electrolytes";"elektrolyten";"electrolytes";;"false";;;;
"2698058";"IONOLYTE OPL VOOR INFUUS KABIPAC FLES 1000ML";"IONOLYTE SOL POUR PERFUS KABIPAC BOUTEILLE 1000ML";"IONOLYTE OPL VOOR INFUUS KABIPAC FLES 1000ML";"B05BB01";"1.000";"ed";;"electrolytes";"elektrolyten";"electrolytes";;"false";;;;
"2698066";"IONOLYTE OPL VOOR INFUUS KABIPAC FLES 500ML";"IONOLYTE SOL POUR PERFUS KABIPAC BOUTEILLE 500ML";"IONOLYTE OPL VOOR INFUUS KABIPAC FLES 500ML";"B05BB01";"1.000";"ed";;"electrolytes";"elektrolyten";"electrolytes";;"false";;;;
"2258184";"IONSYS TRANSDERM SYST + RESERVOIR 80 DOS 40MCG/DOS";"IONSYS TRANSDERM SYST + RESERVOIR 80 DOS 40MCG/DOS";"IONSYS TRANSDERM SYST + RESERVOIR 80 DOS 40MCG/DOS";"N02AB03";"1.200";"mg";;"fentanyl";"fentanyl";"fentanyl";;"false";;;;
"2750545";"iopamigita 300 flac 10x 100ml 612mg/ml";"iopamigita 300 flac 10x 100ml 612mg/ml";"IOPAMIGITA 300 MG/ML FL 10 X 100 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"true";"SAACB";;;
"2750552";"iopamigita 300 flac 10x 200ml 612mg/ml";"iopamigita 300 flac 10x 200ml 612mg/ml";"IOPAMIGITA 300 MG/ML FL 10 X 200 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"true";"SAACB";;;
"3016532";"IOPAMIGITA 300 MG/ML FL  6 X 500 ML";"IOPAMIGITA 300 MG/ML FL  6 X 500 ML";"IOPAMIGITA 300 MG/ML FL 6 X 500 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"false";;;;
"2750529";"IOPAMIGITA 300 MG/ML FL 10 X  50 ML";"IOPAMIGITA 300 MG/ML FL 10 X  50 ML";"IOPAMIGITA 300 MG/ML FL 10 X 50 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"false";;;;
"2750537";"IOPAMIGITA 300 MG/ML FL 10 X  75 ML";"IOPAMIGITA 300 MG/ML FL 10 X  75 ML";"IOPAMIGITA 300 MG/ML FL 10 X 75 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"false";;;;
"2750594";"iopamigita 370 flac 10x 100ml 755mg/ml";"iopamigita 370 flac 10x 100ml 755mg/ml";"IOPAMIGITA 370 MG/ML FL 10 X 100 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"true";"SAACB";;;
"2750602";"iopamigita 370 flac 10x 200ml 755mg/ml";"iopamigita 370 flac 10x 200ml 755mg/ml";"IOPAMIGITA 370 MG/ML FL 10 X 200 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"true";"SAACB";;;
"2750578";"IOPAMIGITA 370 MG/ML FL 10 X  50 ML";"IOPAMIGITA 370 MG/ML FL 10 X  50 ML";"IOPAMIGITA 370 MG/ML FL 10 X 50 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"false";;;;
"2750586";"IOPAMIGITA 370 MG/ML FL 10 X  75 ML";"IOPAMIGITA 370 MG/ML FL 10 X  75 ML";"IOPAMIGITA 370 MG/ML FL 10 X 75 ML";"V08AB04";"1.000";"ed";;"iopamidol";"jopamidol";"iopamidol";;"false";;;;
"1224930";"iopidine 0,5 % collyre 10 ml";"iopidine 0,5 % collyre 10 ml";"IOPIDINE 0,5% COLLYRE 10ML";"S01EA03";"0.300";"ml";;"apraclonidine";"apraclonidine";"apraclonidine";;"false";;;;
"1253731";"iopidine oogdr 5ml 5mg/ml";"iopidine collyre 5ml 5mg/ml";"IOPIDINE 0,5% COLLYRE 5ML";"S01EA03";"0.300";"ml";;"apraclonidine";"apraclonidine";"apraclonidine";;"true";"PECA";;;
"0633917";"iotrovist 240 fl inj 10 ml";"iotrovist 240 fl inj 10 ml";"IOTROVIST 240 FL INJ 10 ML";"V08AB06";"1.000";"ed";;"iotrolan";"jotrolan";"iotrolan";;"false";;;;
"0633925";"iotrovist 300 fl inj 10 ml";"iotrovist 300 fl inj 10 ml";"IOTROVIST 300 FL INJ 10 ML";"V08AB06";"1.000";"ed";;"iotrolan";"jotrolan";"iotrolan";;"false";;;;
"2995918";"ippracid tab ec 14x 20mg";"ippracid compr ec 14x 20mg";"IPPRACID 20 MG MAAGSAPRESIST TABL 14";"A02BC02";"40.000";"mg";;"pantoprazole";"pantoprazol";"pantoprazole";;"true";"CAABD";;;
"0048801";"iproclozide comp. 50";"iproclozide comp. 50";"IPROCLOZIDE COMP. 50";"N06AF06";"15.000";"mg";;"iproclozide";"iproclozide";"iproclozide";;"false";;;;
"3044716";"irbesartan actavis tab 28x 150mg";"irbesartan actavis compr 28x 150mg";"IRBESARTAN ACTAVIS 150 MG FILMOMH TABL 28 X 150 MG";"Z";;;;"atc absent";"geen atc";"atc absent";;"true";"AGBC";;;
"3044732";"irbesartan actavis tab 28x 300mg";"irbesartan actavis compr 28x 300mg";"IRBESARTAN ACTAVIS 300 MG FILMOMH TABL 28 X 300 MG";"Z";;;;"atc absent";"geen atc";"atc absent";;"true";"AGBC";;;
"2938231";"irbesartan apotex tab 28x 150mg";"irbesartan apotex compr 28x 150mg";"IRBESARTAN APOTEX 150MG FILMOMHULDE TABL 28";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"false";;;;
"2938249";"irbesartan apotex tab 28x 300mg";"irbesartan apotex compr 28x 300mg";"IRBESARTAN APOTEX 300MG FILMOMHULDE TABL 28";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"false";;;;
"2938256";"irbesartan apotex tab 98x 300mg";"irbesartan apotex compr 98x 300mg";"IRBESARTAN APOTEX 300MG FILMOMHULDE TABL 98";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2909265";"irbesartan eg tab 28x 150mg";"irbesartan eg compr 28x 150mg";"IRBESARTAN EG 150 MG FILMOMH TABL 28 X 150 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2909299";"irbesartan eg tab 28x 300mg";"irbesartan eg compr 28x 300mg";"IRBESARTAN EG 300 MG FILMOMH TABL 28 X 300 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2909281";"irbesartan eg tab 98x 150mg";"irbesartan eg compr 98x 150mg";"IRBESARTAN EG 150 MG FILMOMH TABL 98 X 150 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2909315";"irbesartan eg tab 98x 300mg";"irbesartan eg compr 98x 300mg";"IRBESARTAN EG 300 MG FILMOMH TABL 98 X 300 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2938280";"irbesartan mylan tab 28x 150mg";"irbesartan mylan compr 28x 150mg";"IRBESARTAN MYLAN 150MG FILMOM TABL 28";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2938322";"irbesartan mylan tab 98x 300mg";"irbesartan mylan compr 98x 300mg";"IRBESARTAN MYLAN 300MG FILMOM TABL 98";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2895241";"irbesartan sandoz tab 28x 150mg";"irbesartan sandoz compr 28x 150mg";"IRBESARTAN SANDOZ 150 MG FILMOMH TABL 28 X 150 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2895274";"irbesartan sandoz tab 28x 300mg";"irbesartan sandoz compr 28x 300mg";"IRBESARTAN SANDOZ 300 MG FILMOMH TABL 28 X 300 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2895217";"irbesartan sandoz tab 28x 75mg";"irbesartan sandoz compr 28x 75mg";"IRBESARTAN SANDOZ 75 MG FILMOMH TABL 28 X 75 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2895266";"irbesartan sandoz tab 98x 150mg";"irbesartan sandoz compr 98x 150mg";"IRBESARTAN SANDOZ 150 MG FILMOMH TABL 98 X 150 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2895290";"irbesartan sandoz tab 98x 300mg";"irbesartan sandoz compr 98x 300mg";"IRBESARTAN SANDOZ 300 MG FILMOMH TABL 98 X 300 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2895233";"irbesartan sandoz tab 98x 75mg";"irbesartan sandoz compr 98x 75mg";"IRBESARTAN SANDOZ 75 MG FILMOMH TABL 98 X 75 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2920163";"irbesartan teva tab 28x 150mg";"irbesartan teva compr 28x 150mg";"IRBESARTAN TEVA 150 MG FILMOMH TABL 28 X 150 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2920189";"irbesartan teva tab 28x 300mg";"irbesartan teva compr 28x 300mg";"IRBESARTAN TEVA 300 MG FILMOMH TABL 28 X 300 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2920171";"irbesartan teva tab 98x 150mg";"irbesartan teva compr 98x 150mg";"IRBESARTAN TEVA 150 MG FILMOMH TABL 98 X 150 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2920197";"irbesartan teva tab 98x 300mg";"irbesartan teva compr 98x 300mg";"IRBESARTAN TEVA 300 MG FILMOMH TABL 98 X 300 MG";"C09CA04";"150.000";"mg";;"irbesartan";"irbesartan";"irbésartan";;"true";"AGBC";;;
"2990323";"irbesartan/ hct eg 150/12,5 28 tab";"irbesartan/ hct eg 150/12,5 28 compr";"IRBESARTAN HCT EG 150 MG/12,5 MG FILMOMH COMP 28";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
"2990349";"irbesartan/ hct eg 150/12,5 98 tab";"irbesartan/ hct eg 150/12,5 98 compr";"IRBESARTAN HCT EG 150 MG/12,5 MG FILMOMH COMP 98";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
"2990356";"irbesartan/ hct eg 300/12,5 28 tab";"irbesartan/ hct eg 300/12,5 28 compr";"IRBESARTAN HCT EG 300 MG/12,5 MG FILMOMH COMP 28";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
"2990364";"irbesartan/ hct eg 300/12,5 98 tab";"irbesartan/ hct eg 300/12,5 98 compr";"IRBESARTAN HCT EG 300 MG/12,5 MG FILMOMH COMP 98";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
"2990372";"irbesartan/ hct eg 300/25 28 tab";"irbesartan/ hct eg 300/25 28 compr";"IRBESARTAN HCT EG 300 MG/25 MG FILMOMH COMP 28";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
"2990307";"irbesartan/ hct eg 300/25 98 tab";"irbesartan/ hct eg 300/25 98 compr";"IRBESARTAN HCT EG 300 MG/25 MG FILMOMH COMP 98";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
"2949550";"irbesartan/ hydrochlorothiazide apotex 150/12,5 28 tab";"irbesartan/ hydrochlorothiazide apotex 150/12,5 28 compr";"IRBESARTAN HYDROCH APOTEX 150MG/12,5MG FILM TABL28";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
"2949576";"irbesartan/ hydrochlorothiazide apotex 300/12,5 98 tab";"irbesartan/ hydrochlorothiazide apotex 300/12,5 98 compr";"IRBESARTAN HYDROCH APOTEX 300MG/12,5MG FILM TABL98";"C09DA04";"1.000";"ed";;"irbesartan and diuretics";"irbesartan met diuretica";"irbésartan et diurétiques";;"true";"AADE";;;
